id,title,route,component,selector,baseline_url,candidate_url,key_deltas,likely_css_files,baseline_css_sources,candidate_css_sources,evidence_baseline,evidence_candidate
"1","[Admin Theme] Appearance - H2 Heading style regression vs Drupal 11 Gin","Appearance","H2 Heading","h2","http://drupal-11.3.10.ddev.site/admin/appearance","http://drupal-git.ddev.site:8080/admin/appearance","fontSize: 35.2% | lineHeight: 35.2% | paddingX: -100.0% | width: 1539.5% | height: 391.3% | count: -2 (-25.0%)","http://drupal-git.ddev.site:8080/sites/default/files/css/css_Jqmjn5cfMRdz66qR0MTQFuJB7zjvTCg4pzfGmBy-Gz4.css?delta=0&language=en&theme=claro&include=eJxFjVEOwyAMQy_UlDMZFiG0NEEhTNtOP6RO4td-fi4Ct1TFMoRGfKRpPYpp8DsmJD18dsi5E1rEcyzEORW7uilrjFPxahXRTInCTDKc8owwvdG_x3lwEHpnOLTwXar5BWlfPrYmtfXoujY7-wEG2kPJ | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css?delta=1&language=en&theme=claro&include=eJxFjVEOwyAMQy_UlDMZFiG0NEEhTNtOP6RO4td-fi4Ct1TFMoRGfKRpPYpp8DsmJD18dsi5E1rEcyzEORW7uilrjFPxahXRTInCTDKc8owwvdG_x3lwEHpnOLTwXar5BWlfPrYmtfXoujY7-wEG2kPJ","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_kzkQdKpLVP5kQTdMQKlDgAG6ylA7lp5Ft7mdMP5MxfE.css?delta=0&language=en&theme=gin&include=eJxtj1sKAzEIRTeUmSwpOKlkBKvBmL5W30nbUCj9EPV6xWNmMI2FdQNemt-ZpISs4njzDhxP1ivw-lUWV-UN7DAZzrFhQ1-gVgQDyfgeitoZmB4YCkkcUhK4UAEnlX9aupLv2j251nFiWI545Z_NQeFUQ9vVPHefJLMPH8w4cXtDm6ZRr3T81J75nWP6 | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_jCbHPfzUcPdgQs_29JjfWM9gg6XXE2s20hWDS4A23gk.css?delta=1&language=en&theme=gin&include=eJxtj1sKAzEIRTeUmSwpOKlkBKvBmL5W30nbUCj9EPV6xWNmMI2FdQNemt-ZpISs4njzDhxP1ivw-lUWV-UN7DAZzrFhQ1-gVgQDyfgeitoZmB4YCkkcUhK4UAEnlX9aupLv2j251nFiWI545Z_NQeFUQ9vVPHefJLMPH8w4cXtDm6ZRr3T81J75nWP6 | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css?delta=2&language=en&theme=gin&include=eJxtj1sKAzEIRTeUmSwpOKlkBKvBmL5W30nbUCj9EPV6xWNmMI2FdQNemt-ZpISs4njzDhxP1ivw-lUWV-UN7DAZzrFhQ1-gVgQDyfgeitoZmB4YCkkcUhK4UAEnlX9aupLv2j251nFiWI545Z_NQeFUQ9vVPHefJLMPH8w4cXtDm6ZRr3T81J75nWP6","http://drupal-git.ddev.site:8080/sites/default/files/css/css_Jqmjn5cfMRdz66qR0MTQFuJB7zjvTCg4pzfGmBy-Gz4.css?delta=0&language=en&theme=claro&include=eJxFjVEOwyAMQy_UlDMZFiG0NEEhTNtOP6RO4td-fi4Ct1TFMoRGfKRpPYpp8DsmJD18dsi5E1rEcyzEORW7uilrjFPxahXRTInCTDKc8owwvdG_x3lwEHpnOLTwXar5BWlfPrYmtfXoujY7-wEG2kPJ | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css?delta=1&language=en&theme=claro&include=eJxFjVEOwyAMQy_UlDMZFiG0NEEhTNtOP6RO4td-fi4Ct1TFMoRGfKRpPYpp8DsmJD18dsi5E1rEcyzEORW7uilrjFPxahXRTInCTDKc8owwvdG_x3lwEHpnOLTwXar5BWlfPrYmtfXoujY7-wEG2kPJ","baseline/appearance__h2.png","candidate/appearance__h2.png"
"2","[Admin Theme] Appearance - Button style regression vs Drupal 11 Gin","Appearance","Button","button, input[type=""submit""], .button","http://drupal-11.3.10.ddev.site/admin/appearance","http://drupal-git.ddev.site:8080/admin/appearance","fontSize: 5.7% | paddingY: 56.9% | paddingX: 47.3% | width: 136.4% | height: 163.2%","http://drupal-git.ddev.site:8080/sites/default/files/css/css_Jqmjn5cfMRdz66qR0MTQFuJB7zjvTCg4pzfGmBy-Gz4.css?delta=0&language=en&theme=claro&include=eJxFjVEOwyAMQy_UlDMZFiG0NEEhTNtOP6RO4td-fi4Ct1TFMoRGfKRpPYpp8DsmJD18dsi5E1rEcyzEORW7uilrjFPxahXRTInCTDKc8owwvdG_x3lwEHpnOLTwXar5BWlfPrYmtfXoujY7-wEG2kPJ | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css?delta=1&language=en&theme=claro&include=eJxFjVEOwyAMQy_UlDMZFiG0NEEhTNtOP6RO4td-fi4Ct1TFMoRGfKRpPYpp8DsmJD18dsi5E1rEcyzEORW7uilrjFPxahXRTInCTDKc8owwvdG_x3lwEHpnOLTwXar5BWlfPrYmtfXoujY7-wEG2kPJ","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_kzkQdKpLVP5kQTdMQKlDgAG6ylA7lp5Ft7mdMP5MxfE.css?delta=0&language=en&theme=gin&include=eJxtj1sKAzEIRTeUmSwpOKlkBKvBmL5W30nbUCj9EPV6xWNmMI2FdQNemt-ZpISs4njzDhxP1ivw-lUWV-UN7DAZzrFhQ1-gVgQDyfgeitoZmB4YCkkcUhK4UAEnlX9aupLv2j251nFiWI545Z_NQeFUQ9vVPHefJLMPH8w4cXtDm6ZRr3T81J75nWP6 | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_jCbHPfzUcPdgQs_29JjfWM9gg6XXE2s20hWDS4A23gk.css?delta=1&language=en&theme=gin&include=eJxtj1sKAzEIRTeUmSwpOKlkBKvBmL5W30nbUCj9EPV6xWNmMI2FdQNemt-ZpISs4njzDhxP1ivw-lUWV-UN7DAZzrFhQ1-gVgQDyfgeitoZmB4YCkkcUhK4UAEnlX9aupLv2j251nFiWI545Z_NQeFUQ9vVPHefJLMPH8w4cXtDm6ZRr3T81J75nWP6","http://drupal-git.ddev.site:8080/sites/default/files/css/css_Jqmjn5cfMRdz66qR0MTQFuJB7zjvTCg4pzfGmBy-Gz4.css?delta=0&language=en&theme=claro&include=eJxFjVEOwyAMQy_UlDMZFiG0NEEhTNtOP6RO4td-fi4Ct1TFMoRGfKRpPYpp8DsmJD18dsi5E1rEcyzEORW7uilrjFPxahXRTInCTDKc8owwvdG_x3lwEHpnOLTwXar5BWlfPrYmtfXoujY7-wEG2kPJ | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css?delta=1&language=en&theme=claro&include=eJxFjVEOwyAMQy_UlDMZFiG0NEEhTNtOP6RO4td-fi4Ct1TFMoRGfKRpPYpp8DsmJD18dsi5E1rEcyzEORW7uilrjFPxahXRTInCTDKc8owwvdG_x3lwEHpnOLTwXar5BWlfPrYmtfXoujY7-wEG2kPJ","baseline/appearance__button.png","candidate/appearance__button.png"
"3","[Admin Theme] Appearance - Details Summary style regression vs Drupal 11 Gin","Appearance","Details Summary","details > summary","http://drupal-11.3.10.ddev.site/admin/appearance","http://drupal-git.ddev.site:8080/admin/appearance","paddingY: -20.0% | paddingX: -13.3% | height: -14.3%","http://drupal-git.ddev.site:8080/sites/default/files/css/css_Jqmjn5cfMRdz66qR0MTQFuJB7zjvTCg4pzfGmBy-Gz4.css?delta=0&language=en&theme=claro&include=eJxFjVEOwyAMQy_UlDMZFiG0NEEhTNtOP6RO4td-fi4Ct1TFMoRGfKRpPYpp8DsmJD18dsi5E1rEcyzEORW7uilrjFPxahXRTInCTDKc8owwvdG_x3lwEHpnOLTwXar5BWlfPrYmtfXoujY7-wEG2kPJ | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css?delta=1&language=en&theme=claro&include=eJxFjVEOwyAMQy_UlDMZFiG0NEEhTNtOP6RO4td-fi4Ct1TFMoRGfKRpPYpp8DsmJD18dsi5E1rEcyzEORW7uilrjFPxahXRTInCTDKc8owwvdG_x3lwEHpnOLTwXar5BWlfPrYmtfXoujY7-wEG2kPJ","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_kzkQdKpLVP5kQTdMQKlDgAG6ylA7lp5Ft7mdMP5MxfE.css?delta=0&language=en&theme=gin&include=eJxtj1sKAzEIRTeUmSwpOKlkBKvBmL5W30nbUCj9EPV6xWNmMI2FdQNemt-ZpISs4njzDhxP1ivw-lUWV-UN7DAZzrFhQ1-gVgQDyfgeitoZmB4YCkkcUhK4UAEnlX9aupLv2j251nFiWI545Z_NQeFUQ9vVPHefJLMPH8w4cXtDm6ZRr3T81J75nWP6 | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_jCbHPfzUcPdgQs_29JjfWM9gg6XXE2s20hWDS4A23gk.css?delta=1&language=en&theme=gin&include=eJxtj1sKAzEIRTeUmSwpOKlkBKvBmL5W30nbUCj9EPV6xWNmMI2FdQNemt-ZpISs4njzDhxP1ivw-lUWV-UN7DAZzrFhQ1-gVgQDyfgeitoZmB4YCkkcUhK4UAEnlX9aupLv2j251nFiWI545Z_NQeFUQ9vVPHefJLMPH8w4cXtDm6ZRr3T81J75nWP6 | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css?delta=2&language=en&theme=gin&include=eJxtj1sKAzEIRTeUmSwpOKlkBKvBmL5W30nbUCj9EPV6xWNmMI2FdQNemt-ZpISs4njzDhxP1ivw-lUWV-UN7DAZzrFhQ1-gVgQDyfgeitoZmB4YCkkcUhK4UAEnlX9aupLv2j251nFiWI545Z_NQeFUQ9vVPHefJLMPH8w4cXtDm6ZRr3T81J75nWP6","http://drupal-git.ddev.site:8080/sites/default/files/css/css_Jqmjn5cfMRdz66qR0MTQFuJB7zjvTCg4pzfGmBy-Gz4.css?delta=0&language=en&theme=claro&include=eJxFjVEOwyAMQy_UlDMZFiG0NEEhTNtOP6RO4td-fi4Ct1TFMoRGfKRpPYpp8DsmJD18dsi5E1rEcyzEORW7uilrjFPxahXRTInCTDKc8owwvdG_x3lwEHpnOLTwXar5BWlfPrYmtfXoujY7-wEG2kPJ | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css?delta=1&language=en&theme=claro&include=eJxFjVEOwyAMQy_UlDMZFiG0NEEhTNtOP6RO4td-fi4Ct1TFMoRGfKRpPYpp8DsmJD18dsi5E1rEcyzEORW7uilrjFPxahXRTInCTDKc8owwvdG_x3lwEHpnOLTwXar5BWlfPrYmtfXoujY7-wEG2kPJ","baseline/appearance__details-summary.png","candidate/appearance__details-summary.png"
"4","[Admin Theme] Appearance - Form Label style regression vs Drupal 11 Gin","Appearance","Form Label","label","http://drupal-11.3.10.ddev.site/admin/appearance","http://drupal-git.ddev.site:8080/admin/appearance","paddingX: -100.0%","http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css?delta=1&language=en&theme=claro&include=eJxFjVEOwyAMQy_UlDMZFiG0NEEhTNtOP6RO4td-fi4Ct1TFMoRGfKRpPYpp8DsmJD18dsi5E1rEcyzEORW7uilrjFPxahXRTInCTDKc8owwvdG_x3lwEHpnOLTwXar5BWlfPrYmtfXoujY7-wEG2kPJ","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_jCbHPfzUcPdgQs_29JjfWM9gg6XXE2s20hWDS4A23gk.css?delta=1&language=en&theme=gin&include=eJxtj1sKAzEIRTeUmSwpOKlkBKvBmL5W30nbUCj9EPV6xWNmMI2FdQNemt-ZpISs4njzDhxP1ivw-lUWV-UN7DAZzrFhQ1-gVgQDyfgeitoZmB4YCkkcUhK4UAEnlX9aupLv2j251nFiWI545Z_NQeFUQ9vVPHefJLMPH8w4cXtDm6ZRr3T81J75nWP6 | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css?delta=2&language=en&theme=gin&include=eJxtj1sKAzEIRTeUmSwpOKlkBKvBmL5W30nbUCj9EPV6xWNmMI2FdQNemt-ZpISs4njzDhxP1ivw-lUWV-UN7DAZzrFhQ1-gVgQDyfgeitoZmB4YCkkcUhK4UAEnlX9aupLv2j251nFiWI545Z_NQeFUQ9vVPHefJLMPH8w4cXtDm6ZRr3T81J75nWP6","http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css?delta=1&language=en&theme=claro&include=eJxFjVEOwyAMQy_UlDMZFiG0NEEhTNtOP6RO4td-fi4Ct1TFMoRGfKRpPYpp8DsmJD18dsi5E1rEcyzEORW7uilrjFPxahXRTInCTDKc8owwvdG_x3lwEHpnOLTwXar5BWlfPrYmtfXoujY7-wEG2kPJ","baseline/appearance__label.png","candidate/appearance__label.png"
"5","[Admin Theme] Configuration - H2 Heading style regression vs Drupal 11 Gin","Configuration","H2 Heading","h2","http://drupal-11.3.10.ddev.site/admin/config","http://drupal-git.ddev.site:8080/admin/config","fontSize: 29.2% | lineHeight: 29.2% | paddingX: -100.0% | width: 356.2% | height: 811.9% | count: -3 (-50.0%)","http://drupal-git.ddev.site:8080/sites/default/files/css/css_KLhKWkd-10fItBI0yB5zU1NVxtsUcnqp3mnSsic0sXw.css?delta=0&language=en&theme=claro&include=eJxFzFEKxCAMRdENNXVN0YqEpnklxjLT1Y8wH_5eDrcoO1JTZFbq8VWxthVY1E8M1nT4uFn3VWiKs0_iNRVcN6xa9N34kcYhMKIANLNTHhGwPzX4xSpv3ZZMMqduc7_aDwZeOK8 | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css?delta=1&language=en&theme=claro&include=eJxFzFEKxCAMRdENNXVN0YqEpnklxjLT1Y8wH_5eDrcoO1JTZFbq8VWxthVY1E8M1nT4uFn3VWiKs0_iNRVcN6xa9N34kcYhMKIANLNTHhGwPzX4xSpv3ZZMMqduc7_aDwZeOK8","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_ZSWPcqw2uJ8TwO2JSDqVaNnG8j1lsv-5GNaHe27pT6c.css?delta=0&language=en&theme=gin&include=eJxtjmEKwzAIhS-UNkcKNgup4DQY0247_ZLRMBj7Ierj-fwigYrPJBvQUu1JyNlFYUsPa0D-pq0ArV9lMRHaQLtJk2fROxC-ksvIfkiB4cAMhsL_tHCi7dIsmJSRMiy9Pv3ncjwyLK7uohabTZa5u4vET6JWk07TmFfs2PUNcTJY4A | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_jCbHPfzUcPdgQs_29JjfWM9gg6XXE2s20hWDS4A23gk.css?delta=1&language=en&theme=gin&include=eJxtjmEKwzAIhS-UNkcKNgup4DQY0247_ZLRMBj7Ierj-fwigYrPJBvQUu1JyNlFYUsPa0D-pq0ArV9lMRHaQLtJk2fROxC-ksvIfkiB4cAMhsL_tHCi7dIsmJSRMiy9Pv3ncjwyLK7uohabTZa5u4vET6JWk07TmFfs2PUNcTJY4A | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css?delta=2&language=en&theme=gin&include=eJxtjmEKwzAIhS-UNkcKNgup4DQY0247_ZLRMBj7Ierj-fwigYrPJBvQUu1JyNlFYUsPa0D-pq0ArV9lMRHaQLtJk2fROxC-ksvIfkiB4cAMhsL_tHCi7dIsmJSRMiy9Pv3ncjwyLK7uohabTZa5u4vET6JWk07TmFfs2PUNcTJY4A","http://drupal-git.ddev.site:8080/sites/default/files/css/css_KLhKWkd-10fItBI0yB5zU1NVxtsUcnqp3mnSsic0sXw.css?delta=0&language=en&theme=claro&include=eJxFzFEKxCAMRdENNXVN0YqEpnklxjLT1Y8wH_5eDrcoO1JTZFbq8VWxthVY1E8M1nT4uFn3VWiKs0_iNRVcN6xa9N34kcYhMKIANLNTHhGwPzX4xSpv3ZZMMqduc7_aDwZeOK8 | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css?delta=1&language=en&theme=claro&include=eJxFzFEKxCAMRdENNXVN0YqEpnklxjLT1Y8wH_5eDrcoO1JTZFbq8VWxthVY1E8M1nT4uFn3VWiKs0_iNRVcN6xa9N34kcYhMKIANLNTHhGwPzX4xSpv3ZZMMqduc7_aDwZeOK8","baseline/config__h2.png","candidate/config__h2.png"
"6","[Admin Theme] Configuration - Button style regression vs Drupal 11 Gin","Configuration","Button","button, input[type=""submit""], .button","http://drupal-11.3.10.ddev.site/admin/config","http://drupal-git.ddev.site:8080/admin/config","fontSize: 5.7% | paddingY: 56.9% | paddingX: 47.3% | width: 136.4% | height: 163.2%","http://drupal-git.ddev.site:8080/sites/default/files/css/css_KLhKWkd-10fItBI0yB5zU1NVxtsUcnqp3mnSsic0sXw.css?delta=0&language=en&theme=claro&include=eJxFzFEKxCAMRdENNXVN0YqEpnklxjLT1Y8wH_5eDrcoO1JTZFbq8VWxthVY1E8M1nT4uFn3VWiKs0_iNRVcN6xa9N34kcYhMKIANLNTHhGwPzX4xSpv3ZZMMqduc7_aDwZeOK8 | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css?delta=1&language=en&theme=claro&include=eJxFzFEKxCAMRdENNXVN0YqEpnklxjLT1Y8wH_5eDrcoO1JTZFbq8VWxthVY1E8M1nT4uFn3VWiKs0_iNRVcN6xa9N34kcYhMKIANLNTHhGwPzX4xSpv3ZZMMqduc7_aDwZeOK8","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_ZSWPcqw2uJ8TwO2JSDqVaNnG8j1lsv-5GNaHe27pT6c.css?delta=0&language=en&theme=gin&include=eJxtjmEKwzAIhS-UNkcKNgup4DQY0247_ZLRMBj7Ierj-fwigYrPJBvQUu1JyNlFYUsPa0D-pq0ArV9lMRHaQLtJk2fROxC-ksvIfkiB4cAMhsL_tHCi7dIsmJSRMiy9Pv3ncjwyLK7uohabTZa5u4vET6JWk07TmFfs2PUNcTJY4A | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_jCbHPfzUcPdgQs_29JjfWM9gg6XXE2s20hWDS4A23gk.css?delta=1&language=en&theme=gin&include=eJxtjmEKwzAIhS-UNkcKNgup4DQY0247_ZLRMBj7Ierj-fwigYrPJBvQUu1JyNlFYUsPa0D-pq0ArV9lMRHaQLtJk2fROxC-ksvIfkiB4cAMhsL_tHCi7dIsmJSRMiy9Pv3ncjwyLK7uohabTZa5u4vET6JWk07TmFfs2PUNcTJY4A","http://drupal-git.ddev.site:8080/sites/default/files/css/css_KLhKWkd-10fItBI0yB5zU1NVxtsUcnqp3mnSsic0sXw.css?delta=0&language=en&theme=claro&include=eJxFzFEKxCAMRdENNXVN0YqEpnklxjLT1Y8wH_5eDrcoO1JTZFbq8VWxthVY1E8M1nT4uFn3VWiKs0_iNRVcN6xa9N34kcYhMKIANLNTHhGwPzX4xSpv3ZZMMqduc7_aDwZeOK8 | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css?delta=1&language=en&theme=claro&include=eJxFzFEKxCAMRdENNXVN0YqEpnklxjLT1Y8wH_5eDrcoO1JTZFbq8VWxthVY1E8M1nT4uFn3VWiKs0_iNRVcN6xa9N34kcYhMKIANLNTHhGwPzX4xSpv3ZZMMqduc7_aDwZeOK8","baseline/config__button.png","candidate/config__button.png"
"7","[Admin Theme] Content - H2 Heading style regression vs Drupal 11 Gin","Content","H2 Heading","h2","http://drupal-11.3.10.ddev.site/admin/content","http://drupal-git.ddev.site:8080/admin/content","fontSize: 42.1% | lineHeight: 42.1% | paddingX: -100.0% | width: -86.3% | height: 16.7% | count: -4 (-57.1%)","http://drupal-git.ddev.site:8080/sites/default/files/css/css_p7oaJLzXhhsfibJzbJI0Ra-m5oxn2dy71jKShr5LIYg.css?delta=0&language=en&theme=claro&include=eJxljksOgzAMRC9EyJmcMKJRjR05Dv2cvlFBQlU3Xrx5mnFmMo0rayIOzV9cZJ2yiuPpnTgu1ivxfJEwjHsbiiFm3aoKxNsstJeVvKiE4KqcyELq7iqHevYYGjxQrSAjyfgJnRLjBlpg_7yp-UFFbSMub0zXaCzjP5MhX2zaCx4tfu-86dIZH1uqXOk | http://drupal-git.ddev.site:8080/sites/default/files/css/css_7_4nz4qqwIN9QvB5KqQokLhixB7EvcL2017oSSQXjtk.css?delta=1&language=en&theme=claro&include=eJxljksOgzAMRC9EyJmcMKJRjR05Dv2cvlFBQlU3Xrx5mnFmMo0rayIOzV9cZJ2yiuPpnTgu1ivxfJEwjHsbiiFm3aoKxNsstJeVvKiE4KqcyELq7iqHevYYGjxQrSAjyfgJnRLjBlpg_7yp-UFFbSMub0zXaCzjP5MhX2zaCx4tfu-86dIZH1uqXOk","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_WhxHU8DZL74LxfGSFf2PYeW8WoSw4hXM6wcA4ch9vPk.css?delta=0&language=en&theme=gin&include=eJxtkFkOwyAMRC9EwpEiQyxqycHImG6nL4mCqlT9YHszyGNHBhWfWALwVO3FlJOLkg2f1oD9qq0Az18ymQgH0G5SHPJKwJKuSKWEZib5ghUr2gSlICjkiBfRIHDXGaP94aInzaIbML3RJcp-R0uGOyUw6tX-sOVBdpNmi_VMPfpu6es4f37u3RkVV2-9XGw2Ioy3O9v3Ywytog7Tfp-pz6q6O-Gj-mOfN1kb4wcch41m | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_oH40WXfT6wsKJ8ltIwuWefX9rbkHwYRflLL3Q7PrAZk.css?delta=1&language=en&theme=gin&include=eJxtkFkOwyAMRC9EwpEiQyxqycHImG6nL4mCqlT9YHszyGNHBhWfWALwVO3FlJOLkg2f1oD9qq0Az18ymQgH0G5SHPJKwJKuSKWEZib5ghUr2gSlICjkiBfRIHDXGaP94aInzaIbML3RJcp-R0uGOyUw6tX-sOVBdpNmi_VMPfpu6es4f37u3RkVV2-9XGw2Ioy3O9v3Ywytog7Tfp-pz6q6O-Gj-mOfN1kb4wcch41m | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css?delta=2&language=en&theme=gin&include=eJxtkFkOwyAMRC9EwpEiQyxqycHImG6nL4mCqlT9YHszyGNHBhWfWALwVO3FlJOLkg2f1oD9qq0Az18ymQgH0G5SHPJKwJKuSKWEZib5ghUr2gSlICjkiBfRIHDXGaP94aInzaIbML3RJcp-R0uGOyUw6tX-sOVBdpNmi_VMPfpu6es4f37u3RkVV2-9XGw2Ioy3O9v3Ywytog7Tfp-pz6q6O-Gj-mOfN1kb4wcch41m","http://drupal-git.ddev.site:8080/sites/default/files/css/css_p7oaJLzXhhsfibJzbJI0Ra-m5oxn2dy71jKShr5LIYg.css?delta=0&language=en&theme=claro&include=eJxljksOgzAMRC9EyJmcMKJRjR05Dv2cvlFBQlU3Xrx5mnFmMo0rayIOzV9cZJ2yiuPpnTgu1ivxfJEwjHsbiiFm3aoKxNsstJeVvKiE4KqcyELq7iqHevYYGjxQrSAjyfgJnRLjBlpg_7yp-UFFbSMub0zXaCzjP5MhX2zaCx4tfu-86dIZH1uqXOk | http://drupal-git.ddev.site:8080/sites/default/files/css/css_7_4nz4qqwIN9QvB5KqQokLhixB7EvcL2017oSSQXjtk.css?delta=1&language=en&theme=claro&include=eJxljksOgzAMRC9EyJmcMKJRjR05Dv2cvlFBQlU3Xrx5mnFmMo0rayIOzV9cZJ2yiuPpnTgu1ivxfJEwjHsbiiFm3aoKxNsstJeVvKiE4KqcyELq7iqHevYYGjxQrSAjyfgJnRLjBlpg_7yp-UFFbSMub0zXaCzjP5MhX2zaCx4tfu-86dIZH1uqXOk","baseline/content__h2.png","candidate/content__h2.png"
