section,route,viewport,change_type,severity,diff_path,actual_path,expected_path,run_dir
Structure,structure/structure/co/22e68/rticle/fields,unknown,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-co-22e68-rticle-fields-default-state-wide-dark/structure-content-types-article-fields-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-co-22e68-rticle-fields-default-state-wide-dark/structure-content-types-article-fields-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-co-22e68-rticle-fields-default-state-wide-dark/structure-content-types-article-fields-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/co/22e68/rticle/fields,wide,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-co-22e68-rticle-fields-default-state-wide/structure-content-types-article-fields-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-co-22e68-rticle-fields-default-state-wide/structure-content-types-article-fields-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-co-22e68-rticle-fields-default-state-wide/structure-content-types-article-fields-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/content/types/article,unknown,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-article-default-state-narrow-dark/structure-content-types-article-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-article-default-state-narrow-dark/structure-content-types-article-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-article-default-state-narrow-dark/structure-content-types-article-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/content/types/article,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-article-default-state-narrow/structure-content-types-article-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-article-default-state-narrow/structure-content-types-article-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-article-default-state-narrow/structure-content-types-article-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/content/types/article,unknown,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-article-default-state-wide-dark/structure-content-types-article-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-article-default-state-wide-dark/structure-content-types-article-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-article-default-state-wide-dark/structure-content-types-article-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/content/types/article,wide,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-article-default-state-wide/structure-content-types-article-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-article-default-state-wide/structure-content-types-article-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-article-default-state-wide/structure-content-types-article-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/content/types,unknown,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-default-state-narrow-dark/structure-content-types-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-default-state-narrow-dark/structure-content-types-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-default-state-narrow-dark/structure-content-types-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/content/types,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-default-state-narrow/structure-content-types-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-default-state-narrow/structure-content-types-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-default-state-narrow/structure-content-types-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/content/types,unknown,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-default-state-wide-dark/structure-content-types-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-default-state-wide-dark/structure-content-types-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-default-state-wide-dark/structure-content-types-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/content/types,wide,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-default-state-wide/structure-content-types-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-default-state-wide/structure-content-types-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-content-types-default-state-wide/structure-content-types-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/menu/admin,unknown,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menu-admin-default-state-narrow-dark/structure-menu-admin-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menu-admin-default-state-narrow-dark/structure-menu-admin-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menu-admin-default-state-narrow-dark/structure-menu-admin-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/menu/admin,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menu-admin-default-state-narrow/structure-menu-admin-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menu-admin-default-state-narrow/structure-menu-admin-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menu-admin-default-state-narrow/structure-menu-admin-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/menu/admin,unknown,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menu-admin-default-state-wide-dark/structure-menu-admin-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menu-admin-default-state-wide-dark/structure-menu-admin-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menu-admin-default-state-wide-dark/structure-menu-admin-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/menu/admin,wide,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menu-admin-default-state-wide/structure-menu-admin-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menu-admin-default-state-wide/structure-menu-admin-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menu-admin-default-state-wide/structure-menu-admin-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/menus,unknown,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menus-default-state-narrow-dark/structure-menus-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menus-default-state-narrow-dark/structure-menus-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menus-default-state-narrow-dark/structure-menus-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/menus,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menus-default-state-narrow/structure-menus-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menus-default-state-narrow/structure-menus-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menus-default-state-narrow/structure-menus-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/menus,unknown,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menus-default-state-wide-dark/structure-menus-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menus-default-state-wide-dark/structure-menus-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menus-default-state-wide-dark/structure-menus-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/menus,wide,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menus-default-state-wide/structure-menus-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menus-default-state-wide/structure-menus-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-menus-default-state-wide/structure-menus-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/overview,unknown,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-overview-default-state-narrow-dark/structure-overview-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-overview-default-state-narrow-dark/structure-overview-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-overview-default-state-narrow-dark/structure-overview-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/overview,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-overview-default-state-narrow/structure-overview-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-overview-default-state-narrow/structure-overview-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-overview-default-state-narrow/structure-overview-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/overview,unknown,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-overview-default-state-wide-dark/structure-overview-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-overview-default-state-wide-dark/structure-overview-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-overview-default-state-wide-dark/structure-overview-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/overview,wide,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-overview-default-state-wide/structure-overview-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-overview-default-state-wide/structure-overview-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-overview-default-state-wide/structure-overview-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/taxonomy,unknown,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-taxonomy-default-state-narrow-dark/structure-taxonomy-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-taxonomy-default-state-narrow-dark/structure-taxonomy-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-taxonomy-default-state-narrow-dark/structure-taxonomy-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/taxonomy,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-taxonomy-default-state-narrow/structure-taxonomy-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-taxonomy-default-state-narrow/structure-taxonomy-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-taxonomy-default-state-narrow/structure-taxonomy-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/taxonomy,unknown,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-taxonomy-default-state-wide-dark/structure-taxonomy-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-taxonomy-default-state-wide-dark/structure-taxonomy-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-taxonomy-default-state-wide-dark/structure-taxonomy-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/taxonomy,wide,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-taxonomy-default-state-wide/structure-taxonomy-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-taxonomy-default-state-wide/structure-taxonomy-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-taxonomy-default-state-wide/structure-taxonomy-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/views/content,unknown,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-content-default-state-narrow-dark/structure-views-content-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-content-default-state-narrow-dark/structure-views-content-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-content-default-state-narrow-dark/structure-views-content-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/views/content,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-content-default-state-narrow/structure-views-content-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-content-default-state-narrow/structure-views-content-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-content-default-state-narrow/structure-views-content-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/views/content,unknown,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-content-default-state-wide-dark/structure-views-content-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-content-default-state-wide-dark/structure-views-content-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-content-default-state-wide-dark/structure-views-content-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/views/content,wide,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-content-default-state-wide/structure-views-content-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-content-default-state-wide/structure-views-content-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-content-default-state-wide/structure-views-content-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/views,unknown,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-default-state-narrow-dark/structure-views-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-default-state-narrow-dark/structure-views-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-default-state-narrow-dark/structure-views-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/views,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-default-state-narrow/structure-views-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-default-state-narrow/structure-views-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-default-state-narrow/structure-views-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/views,unknown,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-default-state-wide-dark/structure-views-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-default-state-wide-dark/structure-views-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-default-state-wide-dark/structure-views-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
Structure,structure/structure/views,wide,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-default-state-wide/structure-views-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-default-state-wide/structure-views-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-080909/test-results/vrt-structure-structure-views-default-state-wide/structure-views-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-080909
