section,route,viewport,change_type,severity,diff_path,actual_path,expected_path,run_dir
People,people/people/permissions,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-people-people-permissions-default-state-narrow/people-permissions-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-people-people-permissions-default-state-narrow/people-permissions-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-people-people-permissions-default-state-narrow/people-permissions-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-065547
People,people/people/roles,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-people-people-roles-default-state-narrow/people-roles-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-people-people-roles-default-state-narrow/people-roles-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-people-people-roles-default-state-narrow/people-roles-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-065547
Reports,reports/reports/status,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-reports-reports-status-default-state-narrow/reports-status-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-reports-reports-status-default-state-narrow/reports-status-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-reports-reports-status-default-state-narrow/reports-status-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-065547
Reports,reports/reports/updates,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-reports-reports-updates-default-state-narrow/reports-updates-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-reports-reports-updates-default-state-narrow/reports-updates-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-reports-reports-updates-default-state-narrow/reports-updates-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-065547
Structure,structure/structure/block/layout,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-block-layout-default-state-narrow/structure-block-layout-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-block-layout-default-state-narrow/structure-block-layout-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-block-layout-default-state-narrow/structure-block-layout-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-065547
Structure,structure/structure/co/1c9c0/ticle/display,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-co-1c9c0-ticle-display-default-state-narrow/structure-content-types-article-display-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-co-1c9c0-ticle-display-default-state-narrow/structure-content-types-article-display-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-co-1c9c0-ticle-display-default-state-narrow/structure-content-types-article-display-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-065547
Structure,structure/structure/co/22e68/rticle/fields,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-co-22e68-rticle-fields-default-state-narrow/structure-content-types-article-fields-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-co-22e68-rticle-fields-default-state-narrow/structure-content-types-article-fields-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-co-22e68-rticle-fields-default-state-narrow/structure-content-types-article-fields-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-065547
Structure,structure/structure/content/types/article,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-content-types-article-default-state-narrow/structure-content-types-article-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-content-types-article-default-state-narrow/structure-content-types-article-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-content-types-article-default-state-narrow/structure-content-types-article-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-065547
Structure,structure/structure/content/types,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-content-types-default-state-narrow/structure-content-types-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-content-types-default-state-narrow/structure-content-types-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-content-types-default-state-narrow/structure-content-types-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-065547
Structure,structure/structure/menus,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-menus-default-state-narrow/structure-menus-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-menus-default-state-narrow/structure-menus-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-menus-default-state-narrow/structure-menus-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-065547
Structure,structure/structure/overview,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-overview-default-state-narrow/structure-overview-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-overview-default-state-narrow/structure-overview-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-overview-default-state-narrow/structure-overview-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-065547
Structure,structure/structure/taxonomy,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-taxonomy-default-state-narrow/structure-taxonomy-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-taxonomy-default-state-narrow/structure-taxonomy-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-taxonomy-default-state-narrow/structure-taxonomy-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-065547
Structure,structure/structure/views/content,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-views-content-default-state-narrow/structure-views-content-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-views-content-default-state-narrow/structure-views-content-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-views-content-default-state-narrow/structure-views-content-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-065547
Structure,structure/structure/views,narrow,visual-regression,medium,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-views-default-state-narrow/structure-views-diff.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-views-default-state-narrow/structure-views-actual.png,/Users/mike.gifford/drupal-diff/report/20260604-065547/test-results/vrt-structure-structure-views-default-state-narrow/structure-views-expected.png,/Users/mike.gifford/drupal-diff/report/20260604-065547
