id,title,route,color_mode,component,selector,baseline_url,candidate_url,key_deltas,likely_css_files,baseline_css_sources,candidate_css_sources,suggested_patch_confidence,suggested_css_selector,suggested_declarations,evidence_baseline,evidence_candidate
"22","[Admin Theme][dark] Content - Button style regression vs Drupal 11 Gin","Content","dark","Button","button, input[type=""submit""], .button","http://drupal-11.3.10.ddev.site/admin/content","http://drupal-git.ddev.site:8080/admin/content","fontSize: 5.7% | paddingY: 56.9% | paddingX: 47.3% | width: 136.4% | height: 163.2%","http://drupal-git.ddev.site:8080/sites/default/files/css/css_p7oaJLzXhhsfibJzbJI0Ra-m5oxn2dy71jKShr5LIYg.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_7_4nz4qqwIN9QvB5KqQokLhixB7EvcL2017oSSQXjtk.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_WhxHU8DZL74LxfGSFf2PYeW8WoSw4hXM6wcA4ch9vPk.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_oH40WXfT6wsKJ8ltIwuWefX9rbkHwYRflLL3Q7PrAZk.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css_p7oaJLzXhhsfibJzbJI0Ra-m5oxn2dy71jKShr5LIYg.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_7_4nz4qqwIN9QvB5KqQokLhixB7EvcL2017oSSQXjtk.css","medium","button, input, optgroup, select, textarea","font-size: 13.3px; /* current ~14px */ | padding-block: 12.8px; /* current ~20px */ | padding-inline: 16.6px; /* current ~24.5px */","baseline/content__dark__button.png","candidate/content__dark__button.png"
"23","[Admin Theme][dark] Content - Form Item Wrapper style regression vs Drupal 11 Gin","Content","dark","Form Item Wrapper",".form-item","http://drupal-11.3.10.ddev.site/admin/content","http://drupal-git.ddev.site:8080/admin/content","width: 96.9% | height: 95.4% | count: -5 (-62.5%)","http://drupal-git.ddev.site:8080/sites/default/files/css/css_7_4nz4qqwIN9QvB5KqQokLhixB7EvcL2017oSSQXjtk.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_oH40WXfT6wsKJ8ltIwuWefX9rbkHwYRflLL3Q7PrAZk.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css_7_4nz4qqwIN9QvB5KqQokLhixB7EvcL2017oSSQXjtk.css","","","","baseline/content__dark__form-item.png","candidate/content__dark__form-item.png"
"24","[Admin Theme][dark] Content - Table Header Cell style regression vs Drupal 11 Gin","Content","dark","Table Header Cell","table thead th","http://drupal-11.3.10.ddev.site/admin/content","http://drupal-git.ddev.site:8080/admin/content","fontSize: 14.3% | paddingY: -71.4% | width: 14.0% | height: -12.9%","http://drupal-git.ddev.site:8080/sites/default/files/css/css_7_4nz4qqwIN9QvB5KqQokLhixB7EvcL2017oSSQXjtk.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_oH40WXfT6wsKJ8ltIwuWefX9rbkHwYRflLL3Q7PrAZk.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css_7_4nz4qqwIN9QvB5KqQokLhixB7EvcL2017oSSQXjtk.css","medium","*","font-size: 14px; /* current ~16px */ | min-height: 55.1px; /* current ~48px */","baseline/content__dark__table-header.png","candidate/content__dark__table-header.png"
"25","[Admin Theme][dark] Content - Table Body Cell style regression vs Drupal 11 Gin","Content","dark","Table Body Cell","table tbody td","http://drupal-11.3.10.ddev.site/admin/content","http://drupal-git.ddev.site:8080/admin/content","paddingY: -50.0% | width: 697.8% | count: -7 (-87.5%)","http://drupal-git.ddev.site:8080/sites/default/files/css/css_7_4nz4qqwIN9QvB5KqQokLhixB7EvcL2017oSSQXjtk.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_oH40WXfT6wsKJ8ltIwuWefX9rbkHwYRflLL3Q7PrAZk.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css_7_4nz4qqwIN9QvB5KqQokLhixB7EvcL2017oSSQXjtk.css","","","","baseline/content__dark__table-cell.png","candidate/content__dark__table-cell.png"
"26","[Admin Theme][dark] Content - Form Label style regression vs Drupal 11 Gin","Content","dark","Form Label","label","http://drupal-11.3.10.ddev.site/admin/content","http://drupal-git.ddev.site:8080/admin/content","width: 23.2% | height: -55.6% | count: -5 (-62.5%)","http://drupal-git.ddev.site:8080/sites/default/files/css/css_7_4nz4qqwIN9QvB5KqQokLhixB7EvcL2017oSSQXjtk.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_oH40WXfT6wsKJ8ltIwuWefX9rbkHwYRflLL3Q7PrAZk.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css_7_4nz4qqwIN9QvB5KqQokLhixB7EvcL2017oSSQXjtk.css","","","","baseline/content__dark__label.png","candidate/content__dark__label.png"
"27","[Admin Theme][light] Structure - H2 Heading style regression vs Drupal 11 Gin","Structure","light","H2 Heading","h2","http://drupal-11.3.10.ddev.site/admin/structure","http://drupal-git.ddev.site:8080/admin/structure","fontSize: 51.7% | lineHeight: 51.7% | paddingX: -100.0% | width: -88.0% | height: 20.0% | count: -4 (-66.7%)","http://drupal-git.ddev.site:8080/sites/default/files/css/css_KLhKWkd-10fItBI0yB5zU1NVxtsUcnqp3mnSsic0sXw.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_ZSWPcqw2uJ8TwO2JSDqVaNnG8j1lsv-5GNaHe27pT6c.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_jCbHPfzUcPdgQs_29JjfWM9gg6XXE2s20hWDS4A23gk.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css_KLhKWkd-10fItBI0yB5zU1NVxtsUcnqp3mnSsic0sXw.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css","","","","baseline/structure__light__h2.png","candidate/structure__light__h2.png"
"28","[Admin Theme][light] Structure - Button style regression vs Drupal 11 Gin","Structure","light","Button","button, input[type=""submit""], .button","http://drupal-11.3.10.ddev.site/admin/structure","http://drupal-git.ddev.site:8080/admin/structure","fontSize: 5.7% | paddingY: 56.9% | paddingX: 47.3% | width: 136.4% | height: 163.2%","http://drupal-git.ddev.site:8080/sites/default/files/css/css_KLhKWkd-10fItBI0yB5zU1NVxtsUcnqp3mnSsic0sXw.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_ZSWPcqw2uJ8TwO2JSDqVaNnG8j1lsv-5GNaHe27pT6c.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_jCbHPfzUcPdgQs_29JjfWM9gg6XXE2s20hWDS4A23gk.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css_KLhKWkd-10fItBI0yB5zU1NVxtsUcnqp3mnSsic0sXw.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css","medium","button, input, optgroup, select, textarea","font-size: 13.3px; /* current ~14px */ | padding-block: 12.8px; /* current ~20px */ | padding-inline: 16.6px; /* current ~24.5px */","baseline/structure__light__button.png","candidate/structure__light__button.png"
"29","[Admin Theme][dark] Structure - H2 Heading style regression vs Drupal 11 Gin","Structure","dark","H2 Heading","h2","http://drupal-11.3.10.ddev.site/admin/structure","http://drupal-git.ddev.site:8080/admin/structure","fontSize: 51.7% | lineHeight: 51.7% | paddingX: -100.0% | width: -88.0% | height: 20.0% | count: -4 (-66.7%)","http://drupal-git.ddev.site:8080/sites/default/files/css/css_KLhKWkd-10fItBI0yB5zU1NVxtsUcnqp3mnSsic0sXw.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_ZSWPcqw2uJ8TwO2JSDqVaNnG8j1lsv-5GNaHe27pT6c.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_jCbHPfzUcPdgQs_29JjfWM9gg6XXE2s20hWDS4A23gk.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css_KLhKWkd-10fItBI0yB5zU1NVxtsUcnqp3mnSsic0sXw.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css","","","","baseline/structure__dark__h2.png","candidate/structure__dark__h2.png"
"30","[Admin Theme][dark] Structure - Button style regression vs Drupal 11 Gin","Structure","dark","Button","button, input[type=""submit""], .button","http://drupal-11.3.10.ddev.site/admin/structure","http://drupal-git.ddev.site:8080/admin/structure","fontSize: 5.7% | paddingY: 56.9% | paddingX: 47.3% | width: 136.4% | height: 163.2%","http://drupal-git.ddev.site:8080/sites/default/files/css/css_KLhKWkd-10fItBI0yB5zU1NVxtsUcnqp3mnSsic0sXw.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_ZSWPcqw2uJ8TwO2JSDqVaNnG8j1lsv-5GNaHe27pT6c.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_jCbHPfzUcPdgQs_29JjfWM9gg6XXE2s20hWDS4A23gk.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css_KLhKWkd-10fItBI0yB5zU1NVxtsUcnqp3mnSsic0sXw.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_4dC1SYlGUw9otHcSNVdS9JWBOtH33AKHMNwPEA-P2Mo.css","medium","button, input, optgroup, select, textarea","font-size: 13.3px; /* current ~14px */ | padding-block: 12.8px; /* current ~20px */ | padding-inline: 16.6px; /* current ~24.5px */","baseline/structure__dark__button.png","candidate/structure__dark__button.png"
"31","[Admin Theme][light] People - H2 Heading style regression vs Drupal 11 Gin","People","light","H2 Heading","h2","http://drupal-11.3.10.ddev.site/admin/people","http://drupal-git.ddev.site:8080/admin/people","fontSize: 46.0% | lineHeight: 46.0% | paddingX: -100.0% | width: -95.1% | height: -70.1% | count: -5 (-62.5%)","http://drupal-git.ddev.site:8080/sites/default/files/css/css__qWmYdbOkPA31BuSmWSrh0rJMbv2V3BDViMdqclfHVU.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_7PdV0F9smO9WVtY8fW8WUY9LDSoiidkj8Qf8Frjwv50.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_So8IHg9BfQ3KAuA47RAJ8vJcQkfNAFn1DaLla-6Py6o.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css__qWmYdbOkPA31BuSmWSrh0rJMbv2V3BDViMdqclfHVU.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","","","","baseline/people__light__h2.png","candidate/people__light__h2.png"
"32","[Admin Theme][light] People - Text Input style regression vs Drupal 11 Gin","People","light","Text Input","input[type=""text""], input.form-text","http://drupal-11.3.10.ddev.site/admin/people","http://drupal-git.ddev.site:8080/admin/people","paddingY: 57.1% | paddingX: 25.0% | width: -13.4% | height: 20.0%","http://drupal-git.ddev.site:8080/sites/default/files/css/css__qWmYdbOkPA31BuSmWSrh0rJMbv2V3BDViMdqclfHVU.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_7PdV0F9smO9WVtY8fW8WUY9LDSoiidkj8Qf8Frjwv50.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_So8IHg9BfQ3KAuA47RAJ8vJcQkfNAFn1DaLla-6Py6o.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css__qWmYdbOkPA31BuSmWSrh0rJMbv2V3BDViMdqclfHVU.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","medium","button, input, optgroup, select, textarea","padding-block: 14px; /* current ~22px */ | padding-inline: 24px; /* current ~30px */ | min-height: 40px; /* current ~48px */","baseline/people__light__input-text.png","candidate/people__light__input-text.png"
"33","[Admin Theme][light] People - Button style regression vs Drupal 11 Gin","People","light","Button","button, input[type=""submit""], .button","http://drupal-11.3.10.ddev.site/admin/people","http://drupal-git.ddev.site:8080/admin/people","fontSize: 5.7% | paddingY: 56.9% | paddingX: 47.3% | width: 136.4% | height: 163.2%","http://drupal-git.ddev.site:8080/sites/default/files/css/css__qWmYdbOkPA31BuSmWSrh0rJMbv2V3BDViMdqclfHVU.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_7PdV0F9smO9WVtY8fW8WUY9LDSoiidkj8Qf8Frjwv50.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_So8IHg9BfQ3KAuA47RAJ8vJcQkfNAFn1DaLla-6Py6o.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css__qWmYdbOkPA31BuSmWSrh0rJMbv2V3BDViMdqclfHVU.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","medium","button, input, optgroup, select, textarea","font-size: 13.3px; /* current ~14px */ | padding-block: 12.8px; /* current ~20px */ | padding-inline: 16.6px; /* current ~24.5px */","baseline/people__light__button.png","candidate/people__light__button.png"
"34","[Admin Theme][light] People - Form Item Wrapper style regression vs Drupal 11 Gin","People","light","Form Item Wrapper",".form-item","http://drupal-11.3.10.ddev.site/admin/people","http://drupal-git.ddev.site:8080/admin/people","width: 20.9% | height: 21.5%","http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_So8IHg9BfQ3KAuA47RAJ8vJcQkfNAFn1DaLla-6Py6o.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","medium","*","min-height: 48.3px; /* current ~58.7px */","baseline/people__light__form-item.png","candidate/people__light__form-item.png"
"35","[Admin Theme][light] People - Table Header Cell style regression vs Drupal 11 Gin","People","light","Table Header Cell","table thead th","http://drupal-11.3.10.ddev.site/admin/people","http://drupal-git.ddev.site:8080/admin/people","fontSize: 14.3% | paddingY: -70.0% | height: -14.3%","http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_So8IHg9BfQ3KAuA47RAJ8vJcQkfNAFn1DaLla-6Py6o.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","medium","*","font-size: 14px; /* current ~16px */ | min-height: 56px; /* current ~48px */","baseline/people__light__table-header.png","candidate/people__light__table-header.png"
"36","[Admin Theme][light] People - Table Body Cell style regression vs Drupal 11 Gin","People","light","Table Body Cell","table tbody td","http://drupal-11.3.10.ddev.site/admin/people","http://drupal-git.ddev.site:8080/admin/people","paddingY: -50.0% | width: 14.0%","http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_So8IHg9BfQ3KAuA47RAJ8vJcQkfNAFn1DaLla-6Py6o.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","medium","*","padding-block: 32px; /* current ~16px */","baseline/people__light__table-cell.png","candidate/people__light__table-cell.png"
"37","[Admin Theme][light] People - Details Summary style regression vs Drupal 11 Gin","People","light","Details Summary","details > summary","http://drupal-11.3.10.ddev.site/admin/people","http://drupal-git.ddev.site:8080/admin/people","fontSize: -100.0% | lineHeight: -100.0% | paddingY: -100.0% | paddingX: -100.0% | width: -100.0% | height: -100.0% | count: -2 (-100.0%)","unknown","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_7PdV0F9smO9WVtY8fW8WUY9LDSoiidkj8Qf8Frjwv50.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_So8IHg9BfQ3KAuA47RAJ8vJcQkfNAFn1DaLla-6Py6o.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css","","","","","baseline/people__light__details-summary.png","candidate/people__light__details-summary.png"
"38","[Admin Theme][light] People - Form Label style regression vs Drupal 11 Gin","People","light","Form Label","label","http://drupal-11.3.10.ddev.site/admin/people","http://drupal-git.ddev.site:8080/admin/people","paddingX: 16.7% | height: -19.9%","http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_So8IHg9BfQ3KAuA47RAJ8vJcQkfNAFn1DaLla-6Py6o.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","high","*","padding-inline: 1.1px; /* current ~1.3px */ | min-height: 33.3px; /* current ~26.7px */","baseline/people__light__label.png","candidate/people__light__label.png"
"39","[Admin Theme][dark] People - H2 Heading style regression vs Drupal 11 Gin","People","dark","H2 Heading","h2","http://drupal-11.3.10.ddev.site/admin/people","http://drupal-git.ddev.site:8080/admin/people","fontSize: 46.0% | lineHeight: 46.0% | paddingX: -100.0% | width: -95.1% | height: -70.1% | count: -5 (-62.5%)","http://drupal-git.ddev.site:8080/sites/default/files/css/css__qWmYdbOkPA31BuSmWSrh0rJMbv2V3BDViMdqclfHVU.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_7PdV0F9smO9WVtY8fW8WUY9LDSoiidkj8Qf8Frjwv50.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_So8IHg9BfQ3KAuA47RAJ8vJcQkfNAFn1DaLla-6Py6o.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css__qWmYdbOkPA31BuSmWSrh0rJMbv2V3BDViMdqclfHVU.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","","","","baseline/people__dark__h2.png","candidate/people__dark__h2.png"
"40","[Admin Theme][dark] People - Text Input style regression vs Drupal 11 Gin","People","dark","Text Input","input[type=""text""], input.form-text","http://drupal-11.3.10.ddev.site/admin/people","http://drupal-git.ddev.site:8080/admin/people","paddingY: 57.1% | paddingX: 25.0% | width: -13.4% | height: 20.0%","http://drupal-git.ddev.site:8080/sites/default/files/css/css__qWmYdbOkPA31BuSmWSrh0rJMbv2V3BDViMdqclfHVU.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_7PdV0F9smO9WVtY8fW8WUY9LDSoiidkj8Qf8Frjwv50.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_So8IHg9BfQ3KAuA47RAJ8vJcQkfNAFn1DaLla-6Py6o.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css__qWmYdbOkPA31BuSmWSrh0rJMbv2V3BDViMdqclfHVU.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","medium","button, input, optgroup, select, textarea","padding-block: 14px; /* current ~22px */ | padding-inline: 24px; /* current ~30px */ | min-height: 40px; /* current ~48px */","baseline/people__dark__input-text.png","candidate/people__dark__input-text.png"
"41","[Admin Theme][dark] People - Button style regression vs Drupal 11 Gin","People","dark","Button","button, input[type=""submit""], .button","http://drupal-11.3.10.ddev.site/admin/people","http://drupal-git.ddev.site:8080/admin/people","fontSize: 5.7% | paddingY: 56.9% | paddingX: 47.3% | width: 136.4% | height: 163.2%","http://drupal-git.ddev.site:8080/sites/default/files/css/css__qWmYdbOkPA31BuSmWSrh0rJMbv2V3BDViMdqclfHVU.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_7PdV0F9smO9WVtY8fW8WUY9LDSoiidkj8Qf8Frjwv50.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_So8IHg9BfQ3KAuA47RAJ8vJcQkfNAFn1DaLla-6Py6o.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css__qWmYdbOkPA31BuSmWSrh0rJMbv2V3BDViMdqclfHVU.css | http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","medium","button, input, optgroup, select, textarea","font-size: 13.3px; /* current ~14px */ | padding-block: 12.8px; /* current ~20px */ | padding-inline: 16.6px; /* current ~24.5px */","baseline/people__dark__button.png","candidate/people__dark__button.png"
"42","[Admin Theme][dark] People - Form Item Wrapper style regression vs Drupal 11 Gin","People","dark","Form Item Wrapper",".form-item","http://drupal-11.3.10.ddev.site/admin/people","http://drupal-git.ddev.site:8080/admin/people","width: 20.9% | height: 21.5%","http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_So8IHg9BfQ3KAuA47RAJ8vJcQkfNAFn1DaLla-6Py6o.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","medium","*","min-height: 48.3px; /* current ~58.7px */","baseline/people__dark__form-item.png","candidate/people__dark__form-item.png"
"43","[Admin Theme][dark] People - Table Header Cell style regression vs Drupal 11 Gin","People","dark","Table Header Cell","table thead th","http://drupal-11.3.10.ddev.site/admin/people","http://drupal-git.ddev.site:8080/admin/people","fontSize: 14.3% | paddingY: -70.0% | height: -14.3%","http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_So8IHg9BfQ3KAuA47RAJ8vJcQkfNAFn1DaLla-6Py6o.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","medium","*","font-size: 14px; /* current ~16px */ | min-height: 56px; /* current ~48px */","baseline/people__dark__table-header.png","candidate/people__dark__table-header.png"
"44","[Admin Theme][dark] People - Table Body Cell style regression vs Drupal 11 Gin","People","dark","Table Body Cell","table tbody td","http://drupal-11.3.10.ddev.site/admin/people","http://drupal-git.ddev.site:8080/admin/people","paddingY: -50.0% | width: 14.0%","http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_So8IHg9BfQ3KAuA47RAJ8vJcQkfNAFn1DaLla-6Py6o.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css","http://drupal-git.ddev.site:8080/sites/default/files/css/css_pQRgX_EV-XMy29dV1bnHvAzBBjIF2ApNw3NTqxRXjkM.css","medium","*","padding-block: 32px; /* current ~16px */","baseline/people__dark__table-cell.png","candidate/people__dark__table-cell.png"
"45","[Admin Theme][dark] People - Details Summary style regression vs Drupal 11 Gin","People","dark","Details Summary","details > summary","http://drupal-11.3.10.ddev.site/admin/people","http://drupal-git.ddev.site:8080/admin/people","fontSize: -100.0% | lineHeight: -100.0% | paddingY: -100.0% | paddingX: -100.0% | width: -100.0% | height: -100.0% | count: -1 (-100.0%)","unknown","http://drupal-11.3.10.ddev.site/sites/default/files/css/css_7PdV0F9smO9WVtY8fW8WUY9LDSoiidkj8Qf8Frjwv50.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_So8IHg9BfQ3KAuA47RAJ8vJcQkfNAFn1DaLla-6Py6o.css | http://drupal-11.3.10.ddev.site/sites/default/files/css/css_92ot4r8VwzMCzBRreiG8ryjZuwyROzI88VVjL7S8YzY.css","","","","","baseline/people__dark__details-summary.png","candidate/people__dark__details-summary.png"
